#	mutation	transfection	pair	slice	hemi	animal	id	peaknmda	decaynmda	chargenmda	dt50nmda	fwhmnmda	peakampa	decayampa	chargeampa	riseampa	dt50ampa	fwhmampa
12	2A_C436R	-	6	12	2	6	21-03-18 s0 p2	103.043	106.487	13.5206	48.833	57.4057	9.54924	6.00482	0.563401	1.18844	4.23308	5.8344
13	2A_C436R	+	7	1	0	1	07-12-17 s0 p1	30.229	159.4	5.87967	73.6691	82.2323	6.6147	5.14477	0.365263	1.48197	3.81095	5.54878
14	2A_C436R	-	7	1	0	1	07-12-17 s0 p1	84.1006	144.83	7.00364	39.6375	48.1337	17.3216	5.93738	0.831238	1.40213	2.31376	4.16844
15	2A_C436R	+	8	2	0	2	07-12-17 s1 p0	159.2224	138.306	30.9652	97.2309	108.984	7.74372	9.78116	0.462164	2.26042	4.9832	7.2733
16	2A_C436R	-	8	2	0	2	07-12-17 s1 p0	167.6602	96.5764	23.6537	58.333	67.0159	8.85368	12.5189	1.21313	2.26675	7.25552	10.5238
17	2A_C436R	+	9	3	0	2	08-12-17 s0 p0	9.8723	283.512	0.891123	39.1219	49.7488	11.2547	4.9243	0.417379	1.01237	2.76911	6.13184
18	2A_C436R	-	9	3	0	2	08-12-17 s0 p0	20.9814	114.762	0.274994	42.406	51.5832	6.06078	5.2659	0.348372	1.7562	2.62454	7.85738
19	2A_C436R	+	10	4	0	2	08-12-17 s1 p1	70.089	163.528	15.131	96.0409	113.988	17.04826	3.87867	0.59036	1.14953	3.28896	4.93277
20	2A_C436R	-	10	4	0	2	08-12-17 s1 p1	219.734	76.1258	25.5308	45.231	52.8884	27.5838	5.27349	1.09038	1.17925	3.10193	4.6036
21	2A_C436R	+	11	5	1	3	11-12-17 s0 p0	205.982	205.696	52.6151	120.88	133.897	15.04126	35.5966	2.13656	1.29693	4.33075	5.77986
22	2A_C436R	-	11	5	1	3	11-12-17 s0 p0	180.4102	89.736	25.2555	38.385	44.9792	9.31292	36.3023	1.50632	1.63299	7.72841	9.67572
23	2A_C436R	+	12	6	1	3	11-12-17 s1 p0	103.6328	151.231	19.976	101.415	113.85	6.95204	17.4657	0.619378	3.43693	4.05619	6.0918
24	2A_C436R	-	12	6	1	3	11-12-17 s1 p0	104.1058	87.811	7.21047	28.1802	34.92	3.18788	10.3229	0.202945	1.68121	4.66613	6.43839
25	2A_C436R	+	13	7	1	4	12-12-17 s1 p0	275.78	203.674	70.7911	139.807	153.378	116.0378	4.13957	4.66964	1.46818	3.63977	5.41456
26	2A_C436R	-	13	7	1	4	12-12-17 s1 p0	118.2316	114.364	16.5457	50.776	58.7635	29.557	4.72491	1.2322	1.1102	3.19791	4.9157
27	2A_C436R	+	14	7	1	4	12-12-17 s1 p1	171.9384	264.351	36.4032	124.215	136.863	21.2868	5.19495	1.31588	1.22221	3.71339	5.33402
28	2A_C436R	-	14	7	1	4	12-12-17 s1 p1	264.694	110.537	33.5132	52.7631	60.7912	12.1557	12.5096	0.961928	0.913457	4.52497	5.66848
29	2A_C436R	+	15	8	1	4	14-12-17 s2 p0	37.2702	191.243	6.6087	101.222	112.782	16.1442	4.24625	0.810737	1.15379	2.5707	6.1453
30	2A_C436R	-	15	8	1	4	14-12-17 s2 p0	107.1302	82.1917	9.80403	33.0961	39.5736	19.02718	5.78107	0.824237	1.29644	3.5871	5.64643
31	2A_C436R	+	16	8	1	4	14-12-17 s2 p1	67.0896	212.13	11.8307	94.7297	102.627	53.815	3.14897	1.9529	1.82142	2.828	5.02423
32	2A_C436R	-	16	8	1	4	14-12-17 s2 p1	93.2904	63.3917	5.58963	28.6654	33.9406	25.1146	5.91436	1.09099	1.3499	2.43467	4.09843
33	2A_C436R	+	17	8	1	4	14-12-17 s2 p2	161.345	187.268	42.5874	114.405	125.104	68.056	4.31793	2.94984	1.21646	3.74707	5.32754
34	2A_C436R	-	17	8	1	4	14-12-17 s2 p2	181.8662	75.0992	22.3741	34.6867	40.5605	62.8756	4.723	2.5823	1.75542	3.66169	6.0237
35	2B_C436R	+	18	1	L	1	L 03-08-18 s0 p1	6.54038	55.5524	0.144812	7.17939	22.7758	25.4354	2.98163	0.478985	0.916229	1.199	1.89839
36	2B_C436R	-	18	1	L	1	L 03-08-18 s0 p1	15.5869	64.1147	1.25259	22.0608	31.1656	16.11712	2.85812	0.41568	1.13892	1.55701	2.57127
37	2B_C436R	+	19	2	L	1	L 03-08-18 s1 p0	21.3128	26.0451	0.546326	9.80839	15.314	60.3464	3.56768	2.53934	1.66125	2.71052	4.38483
38	2B_C436R	-	19	2	L	1	L 03-08-18 s1 p0	34.9992	86.7944	2.75168	31.8392	40.9118	65.6076	4.35232	3.43384	2.37856	2.22628	4.52985
39	2B_C436R	+	20	2	L	1	L 03-08-18 s1 p1	18.88928	62.4213	1.0878	11.7004	18.1875	34.7086	6.22578	0.910497	1.00436	4.59419	6.20294
40	2B_C436R	-	20	2	L	1	L 03-08-18 s1 p1	44.4402	38.2975	2.59338	21.6177	27.4145	39.3352	3.93148	1.33313	1.4403	2.78038	4.76509
41	2B_C436R	+	21	2	L	1	L 03-08-18 s1 p3	7.92354	104.956	0.153592	6.45327	23.1992	19.02588	4.03707	0.571601	0.951946	3.05033	5.21043
42	2B_C436R	-	21	2	L	1	L 03-08-18 s1 p3	23.5366	119.522	2.40532	33.1968	38.0962	30.411	3.68893	0.950524	1.74744	2.44854	3.71476
43	2B_C436R	+	22	6	L	2	L 13-08-18 s0 p1	19.9246	100.417	0.759607	17.7738	21.4055	72.2262	2.96311	1.32264	0.946439	2.32124	3.61823
44	2B_C436R	-	22	6	L	2	L 13-08-18 s0 p1	26.4976	29.9836	1.47539	15.6219	20.3244	37.035	3.34162	1.0705	0.773862	2.33913	4.2246
45	2B_C436R	+	23	7	L	2	L 13-08-18 s1 p1	20.1994	9.27992	0.621747	9.07582	13.592	65.7892	3.40036	1.38616	0.996564	2.62597	3.74317
46	2B_C436R	-	23	7	L	2	L 13-08-18 s1 p1	22.6006	40.9171	0.630381	19.8226	26.2801	46.3604	3.04265	0.723388	1.5248	2.24171	3.27935
47	2B_C436R	+	24	7	L	2	L 13-08-18 s1 p2	15.8734	22.0044	0.709896	9.15404	14.3344	25.2428	3.26266	0.631104	1.37122	2.34863	3.07843
48	2B_C436R	-	24	7	L	2	L 13-08-18 s1 p2	26.0212	110.399	0.723201	23.0339	29.2456	98.5094	3.10112	2.55239	1.08162	2.67012	4.14838
49	2B_C436R	+	25	3	R	1	R 03-08-18 s0 p0	20.2336	50.5243	0.373946	16.2174	23.6042	20.2226	4.35733	0.698141	1.98416	3.14935	4.76032
50	2B_C436R	-	25	3	R	1	R 03-08-18 s0 p0	39.7738	69.0125	1.90134	33.4956	39.3138	37.3868	5.53885	1.40934	0.885642	2.94795	4.44063
51	2B_C436R	+	26	3	R	1	R 03-08-18 s0 p2	18.74522	46.6279	0.390199	21.8181	27.9144	14.29688	5.36146	0.522972	1.25007	3.03072	4.75256
52	2B_C436R	-	26	3	R	1	R 03-08-18 s0 p2	29.7518	49.9411	3.84269	44.6121	50.2886	13.59138	5.30602	0.476331	0.805945	3.34356	5.63072
53	2B_C436R	+	27	5	R	2	R 13-08-18 s0 p0	87.3008	11.4632	2.34234	8.05429	11.0513	86.9666	2.54308	1.79598	1.10676	2.2428	3.66133
54	2B_C436R	-	27	5	R	2	R 13-08-18 s0 p0	70.201	55.8324	2.79565	20.9493	25.2161	88.6738	2.66181	2.31581	1.1463	2.02676	3.57485
55	2B_C436R	+	28	5	R	2	R 13-08-18 s0 p2	27.4586	14.1934	0.801726	11.7749	15.1283	80.9344	3.0731	1.82385	1.2976	2.43803	4.1217
56	2B_C436R	-	28	5	R	2	R 13-08-18 s0 p2	42.2846	89.2515	4.843	28.5078	34.0537	56.4578	3.98512	1.6789	1.0099	3.65174	5.11831
57	2B_C436R	+	29	5	R	2	R 13-08-18 s0 p3	19.88222	18.0289	0.205081	8.7463	11.6584	12.02036	2.3887	0.183503	0.903631	1.7607	2.76783
58	2B_C436R	-	29	5	R	2	R 13-08-18 s0 p3	30.7226	49.4165	2.29536	26.896	32.4011	51.7986	3.31034	1.18079	1.03986	2.08564	3.33451
59	2B_C436R	+	30	9	L	3	L 04-09-18 s0 p1	12.06152	22.9102	0.439843	11.1152	15.4618	44.7188	2.45938	1.06029	2.03689	2.1202	3.66242
60	2B_C436R	-	30	9	L	3	L 04-09-18 s0 p1	20.3514	45.6204	0.224162	22.5745	26.805	108.7422	3.32381	2.88229	1.03937	2.71351	4.21931
61	2B_C436R	+	31	11	L	3	L 04-09-18 s2 p0	28.0056	14.8989	0.131663	10.614	13.3435	81.4032	2.87861	2.26877	0.920344	2.2327	3.69344
62	2B_C436R	-	31	11	L	3	L 04-09-18 s2 p0	61.8604	42.2532	4.3196	25.2367	31.2881	167.4768	3.9145	5.03819	0.901527	3.28313	4.62146
63	2B_C436R	+	32	8	R	3	R 04-09-18 s0 p0	42.7306	26.0937	3.18418	10.6424	17.3156	71.028	3.17981	2.00483	0.877448	2.50304	4.18151
64	2B_C436R	-	32	8	R	3	R 04-09-18 s0 p0	51.497	42.7797	4.03708	20.419	23.7454	63.0656	2.3342	1.38146	0.888117	1.72197	3.27308
65	2B_C436R	+	33	8	R	3	R 04-09-18 s0 p1	47.0694	37.1434	3.74911	14.7056	19.8293	84.9676	3.77018	1.56456	1.25145	2.31034	3.87733
66	2B_C436R	-	33	8	R	3	R 04-09-18 s0 p1	127.5332	54.2109	9.95885	23.6037	28.8983	128.1918	3.18076	3.31059	0.98564	2.96653	4.64138
