#	genotype	transfection	pair	slice	animal	id	peak	decay	charge	rise	dt50	fwhm
20	WT	-	10	5	0	03/02/17 slice 2 pair 1	58.1364	150.95	8.67576	4.41932	45.9762	52.7558
21	WT	+	11	6	0	06/02/17 slice 1 pair 1	149.0954	98.3594	18.3395	3.78971	47.2802	54.6482
22	WT	-	11	6	0	06/02/17 slice 1 pair 1	152.6136	82.3637	19.7016	3.93219	41.6773	48.357
23	WT	+	12	7	0	06/02/17 slice 2 pair 0	70.5646	80.2507	6.90243	4.48058	33.4007	40.7829
24	WT	-	12	7	0	06/02/17 slice 2 pair 0	43.859	75.8274	4.41316	5.3456	33.9145	41.8431
25	WT	+	13	8	3	20/02/17 slice 1 pair 1	122.2688	78.2616	10.9371	3.2935	28.0193	33.1658
26	WT	-	13	8	3	20/02/17 slice 1 pair 1	86.0144	71.012	7.49954	3.23028	25.6085	30.4158
27	WT	+	14	8	3	20/02/17 slice 1 pair 0	135.3942	65.8217	12.0026	2.77107	26.2518	30.7068
28	WT	-	14	8	3	20/02/17 slice 1 pair 0	73.1648	112.354	6.75984	3.45706	26.8032	31.7736
29	WT	+	15	10	3	20/02/17 slice 3 pair 0	27.6516	103.812	3.11069	3.6296	32.3255	38.2494
30	WT	-	15	10	3	20/02/17 slice 3 pair 0	105.7132	79.5913	8.75902	3.34923	29.0351	34.5232
31	WT	+	16	11	3	20/02/17 slice 4 pair 1	43.7298	72.9133	4.01951	3.52193	30.1035	36.3514
32	WT	-	16	11	3	20/02/17 slice 4 pair 1	119.6202	74.2301	8.94111	3.54211	31.5236	37.4379
33	WT	+	17	12	3	20/02/17 slice 5 pair 0	49.2992	101.498	6.52943	3.53838	27.7483	33.5338
34	WT	-	17	12	3	20/02/17 slice 5 pair 0	63.6034	70.9538	5.33527	3.46348	21.307	27.1223
35	WT	+	18	9	3	20/02/17 slice 2 pair 2	25.1958	99.9527	3.07027	4.6848	38.4335	46.6364
36	WT	-	18	9	3	20/02/17 slice 2 pair 2	46.0638	99.3416	5.85104	3.76988	35.0714	40.4376
37	WT	+	19	9	3	20/02/17 slice 2 pair 1	21.436	103.228	3.22578	4.06495	45.5502	51.6175
38	WT	-	19	9	3	20/02/17 slice 2 pair 1	107.4	84.3865	10.8577	3.83417	28.2627	34.5072
39	WT	+	20	9	3	20/02/17 slice 2 pair 0	55.3328	76.3908	5.36907	3.71881	28.6932	33.6865
40	WT	-	20	9	3	20/02/17 slice 2 pair 0	67.1052	61.4577	5.42089	3.57022	27.7203	33.3004
41	WT	+	21	19	5	11-03-20 s0 p1	159.751	70.7862	15.5282	3.96341	25.9576	32.9374
42	WT	-	21	19	5	11-03-20 s0 p1	204.822	73.9459	23.0314	3.39854	29.3328	36.0421
43	WT	+	22	19	5	11-03-20 s0 p0	143.5344	86.4904	18.1268	3.90917	30.762	37.3612
44	WT	-	22	19	5	11-03-20 s0 p0	97.4148	103.2	12.809	4.08161	38.393	45.7241
45	WT	+	23	20	5	11-03-20 s1 p0	54.4966	64.5647	3.1331	4.39895	27.9486	34.2285
46	WT	-	23	20	5	11-03-20 s1 p0	92.6052	59.6032	7.96207	3.94326	27.8462	33.6704
47	WT	+	24	17	5	11-03-20 s0 p1	116.713	94.8075	16.3389	4.49349	38.7306	46.2547
48	WT	-	24	17	5	11-03-20 s0 p1	170.4194	92.2593	21.1788	4.13561	34.8783	41.9991
49	WT	+	25	18	5	11-03-20 s1 p2	91.6094	89.0615	6.51789	3.25337	29.227	35.2207
50	WT	-	25	18	5	11-03-20 s1 p2	119.9912	63.8579	10.7944	3.06514	30.7018	36.4554
51	WT	+	26	18	5	11-03-20 s1 p0	109.0126	56.5803	8.52528	3.16264	24.1148	29.4682
52	WT	-	26	18	5	11-03-20 s1 p0	131.6676	72.5035	9.95941	3.2935	26.4682	32.659
53	WT	+	27	15	4	10-03-20 s0 p0	42.7966	72.8615	4.69931	3.83908	28.5472	34.6462
54	WT	-	27	15	4	10-03-20 s0 p0	63.9964	85.7635	7.96889	3.66248	31.7932	39.6084
55	WT	+	28	14	4	10-03-20 s1 p1	146.3928	91.2683	15.9963	3.33688	35.2309	41.7296
56	WT	-	28	14	4	10-03-20 s1 p1	115.6332	80.8028	12.1412	2.92313	32.1513	38.4847
57	WT	+	29	14	4	10-03-20 s1 p0	80.7522	81.5408	9.12822	3.96142	33.4908	40.8831
58	WT	-	29	14	4	10-03-20 s1 p0	146.4126	69.2177	12.6949	3.62833	30.8233	36.9248
59	WT	+	30	13	4	10-03-20 s0 p1	65.4376	96.5417	9.71913	4.01365	35.3996	44.0209
60	WT	-	30	13	4	10-03-20 s0 p1	40.5756	56.2748	4.34286	4.4476	24.6233	31.7999
61	WT	+	31	13	4	10-03-20 s0 p0	42.4254	90.9436	5.34124	4.02196	34.9663	42.7526
62	WT	-	31	13	4	10-03-20 s0 p0	68.2558	104.284	8.97018	4.49904	31.9639	40.5759
63	WT	+	32	16	4	10-03-20 s1 p1	169.2408	87.4176	22.1303	4.5342	36.9858	44.7087
64	WT	-	32	16	4	10-03-20 s1 p1	130.2462	83.2937	13.2663	4.11784	34.2975	41.1875
65	WT	+	33	16	4	10-03-20 s1 p0	80.49	108.697	9.96154	4.22584	23.1194	30.4378
66	WT	-	33	16	4	10-03-20 s1 p0	164.0658	76.6942	16.0818	3.78074	30.4947	37.4762
67	HET	-	34	17	11	L 13.10.17a1s0p1(c2)	78.999	81.5173	5.27104	3.32752	39.0761	45.0812
68	HET	+	34	17	11	L 13.10.17a1s0p1(c2)	79.0126	67.4746	7.73858	3.26538	36.8613	41.8734
69	HET	-	35	17	11	L 13.10.17a1s0p0(c2)	74.7978	84.5443	6.43066	3.34081	41.6069	47.097
70	HET	+	35	17	11	L 13.10.17a1s0p0(c2)	85.3696	69.1472	6.70767	3.25419	33.5883	40.1042
71	HET	+	36	18	11	L 13.10.17a1s1p0	75.2634	62.2318	6.68024	5.13833	29.3434	35.4676
72	HET	-	36	18	11	L 13.10.17a1s1p0	58.1614	92.5223	6.09877	4.0407	33.5231	39.5611
73	HET	-	37	9	6	R 12.10.17a2s0p2(c2)	114.8132	113.264	13.9601	3.73023	60.2852	68.3691
74	HET	+	37	9	6	R 12.10.17a2s0p2(c2)	97.7386	96.5175	10.4944	3.92191	66.9353	73.9355
75	HET	-	38	9	6	R 12.10.17a2s0p1(c2)	334.302	124.506	51.1195	3.4678	73.5922	80.3588
76	HET	+	38	9	6	R 12.10.17a2s0p1(c2)	276.256	123.109	37.0995	3.69603	72.7505	80.2333
77	HET	-	39	9	6	R 12.10.17a2s0p0(c2)	562.02	126.394	90.388	3.38708	73.088	82.0778
78	HET	+	39	9	6	R 12.10.17a2s0p0(c2)	508.458	128.031	69.8038	3.54782	64.0329	72.355
79	HET	-	40	16	11	L 12.10.17a1s0p2(c2)	81.3154	44.1876	5.48194	2.68906	20.7421	24.6743
80	HET	+	40	16	11	L 12.10.17a1s0p2(c2)	104.6456	59.3869	9.88508	3.06082	31.1667	36.4085
81	HET	-	41	16	11	L 12.10.17a1s0p0(c2)	85.1914	104.042	6.06507	3.35951	35.7073	41.4803
82	HET	+	41	16	11	L 12.10.17a1s0p0(c2)	86.1486	64.1774	6.36275	2.91868	26.4273	31.4802
83	HET	-	42	7	5	R 10.10.17a1s1p1(c2)	94.5306	91.9782	10.32	3.7492	41.044	47.8226
84	HET	+	42	7	5	R 10.10.17a1s1p1(c2)	142.3578	58.8635	11.8268	3.36106	26.4273	32.5233
85	HET	+	43	7	5	R 10.10.17a1s1p0	131.2202	82.6615	14.881	3.36465	39.1182	45.2094
86	HET	-	43	7	5	R 10.10.17a1s1p0	144.097	59.4496	10.53	3.34831	24.7749	31.1606
87	HET	+	44	8	5	R 10.10.17a1s2p0	207.774	83.245	26.2981	3.24707	52.7008	59.0139
88	HET	-	44	8	5	R 10.10.17a1s2p0	118.063	122.239	20.2952	3.35756	65.5028	71.7777
89	HET	+	45	4	3	R 28-08-17 s0 p2	84.4558	49.871	8.16067	3.29095	27.0713	32.6261
90	HET	-	45	4	3	R 28-08-17 s0 p2	125.8586	72.1724	9.3827	3.83786	25.9095	32.7509
91	HET	+	46	4	3	R 28-08-17 s0 p3	51.8396	36.0812	3.29912	3.35166	21.3585	27.5031
92	HET	-	46	4	3	R 28-08-17 s0 p3	82.8028	76.5002	6.32512	3.17022	26.1083	32.296
93	HET	+	47	4	3	R 28-08-17 s0 p1	104.6988	79.659	10.1642	3.09739	26.6042	32.1427
94	HET	-	47	4	3	R 28-08-17 s0 p1	77.771	77.7696	7.65014	3.60756	31.665	37.5235
95	HET	+	48	4	3	R 28-08-17 s0 p0	39.7696	81.8574	5.10564	3.86835	30.8297	37.7631
96	HET	-	48	4	3	R 28-08-17 s0 p0	54.9634	64.7042	5.13327	4.49044	32.8687	39.8871
97	HET	+	49	5	4	R 29-08-17 s1 p1	86.9768	61.66	6.73648	3.35666	28.4698	33.723
98	HET	-	49	5	4	R 29-08-17 s1 p1	80.7634	75.8598	6.84895	3.11081	28.3369	33.0719
99	HET	+	50	5	4	R 29-08-17 s1 p0	47.698	55.1585	2.30048	3.75018	25.016	30.8907
100	HET	-	50	5	4	R 29-08-17 s1 p0	81.5022	79.7754	6.05568	3.38031	29.6124	34.5559
101	HET	+	51	1	1	R 27.06.17 s0 p0	71.9542	79.6184	8.27743	3.86586	34.4845	41.8174
102	HET	-	51	1	1	R 27.06.17 s0 p0	68.0376	67.6016	7.51788	4.13078	32.0877	39.8841
103	HET	+	52	3	2	R 09.08.17 s0 p1	97.7194	72.5483	11.405	3.85089	37.3607	43.9488
104	HET	-	52	3	2	R 09.08.17 s0 p1	79.356	78.4968	7.42875	4.31066	38.7952	46.2361
105	HET	+	53	3	2	R 09.08.17 s0 p0	47.5796	89.3362	4.27915	3.29437	21.9939	27.3357
106	HET	-	53	3	2	R 09.08.17 s0 p0	85.5878	105.221	7.71984	3.23605	25.4521	31.09
107	HET	+	54	2	2	R 08.08.17 s0 p2	90.6152	97.0576	7.35266	3.20326	24.2434	29.3542
108	HET	-	54	2	2	R 08.08.17 s0 p2	118.9744	104.635	12.6024	3.1053	35.9643	42.3474
109	HET	+	55	2	2	R 08.08.17 s0 p1	66.9954	87.7615	5.21326	3.82192	25.5639	31.8663
110	HET	-	55	2	2	R 08.08.17 s0 p1	71.4358	101.598	9.50407	3.9628	37.3311	44.9507
111	HET	+	56	2	2	R 08.08.17 s0 p0	47.0664	92.9346	5.06191	3.82323	26.8272	32.5727
112	HET	-	56	2	2	R 08.08.17 s0 p0	63.7058	137.107	8.8849	4.38416	39.5883	46.9059
113	HET	+	57	13	9	L 28-08-17 s0 p0	96.0374	52.5991	7.11617	3.02894	22.4004	27.4861
114	HET	-	57	13	9	L 28-08-17 s0 p0	161.9192	64.5611	13.9959	3.65347	26.9505	32.9132
115	HET	+	58	14	9	L 28-08-17 s1 p2	42.5712	117.302	5.4792	4.23867	38.372	48.0989
116	HET	-	58	14	9	L 28-08-17 s1 p2	64.0394	94.4517	8.47038	4.22109	39.7188	48.6269
117	HET	+	59	14	9	L 28-08-17 s1 p3	59.6968	86.5214	5.14407	4.10786	36.7885	43.0909
118	HET	-	59	14	9	L 28-08-17 s1 p3	59.6946	155.576	7.25399	4.22761	55.7872	63.3009
119	HET	+	60	14	9	L 28-08-17 s1 p1	75.0786	60.0317	6.91083	4.58079	31.243	37.0745
120	HET	-	60	14	9	L 28-08-17 s1 p1	49.733	143.303	7.86681	4.93769	43.6112	51.6812
121	HET	+	61	14	9	L 28-08-17 s1 p0	119.1914	68.559	9.4387	3.31498	26.4735	31.8453
122	HET	-	61	14	9	L 28-08-17 s1 p0	48.3404	112.247	5.52671	4.5042	31.3381	39.2831
123	HET	+	62	15	10	L 29.08.17 s0 p2	115.9274	57.2328	7.40435	3.49074	28.6853	34.5886
124	HET	-	62	15	10	L 29.08.17 s0 p2	132.7038	69.2061	10.1485	3.33176	33.7933	39.5916
125	HET	+	63	15	10	L 29/08/17 s0 p3	76.2128	72.0093	5.62856	3.42996	29.0819	35.9123
126	HET	-	63	15	10	L 29/08/17 s0 p3	110.232	96.7436	14.3284	4.0419	49.2205	55.6097
127	HET	+	64	15	10	L 29.08.17 s0 p1	51.0056	52.186	5.61228	3.20082	26.9237	32.9583
128	HET	-	64	15	10	L 29.08.17 s0 p1	97.5336	83.5925	9.79576	3.79294	31.7116	39.0544
129	HET	+	65	10	7	L 27.06.17 s0 p1	96.375	70.6161	11.1648	4.51379	36.2951	44.5522
130	HET	-	65	10	7	L 27.06.17 s0 p1	85.8116	87.479	11.2879	4.30102	38.2434	45.9494
131	HET	+	66	10	7	L 27.06.17 s0 p0	80.2082	47.2661	6.5557	3.99663	24.6037	31.5027
132	HET	-	66	10	7	L 27.06.17 s0 p0	64.7608	81.7838	8.55282	4.60383	35.192	42.8731
133	HET	+	67	12	8	L 09.08.17 s0 p1	89.9664	76.7862	7.11639	3.02994	20.387	25.3842
134	HET	-	67	12	8	L 09.08.17 s0 p1	109.6384	91.4973	10.5565	3.29312	26.9921	32.161
135	HET	+	68	11	8	L 08.08.17 s0 p0	45.4388	117.835	4.58141	3.49004	34.0031	39.1001
136	HET	-	68	11	8	L 08.08.17 s0 p0	150.0722	61.7674	12.0986	3.35257	30.3865	36.1009
137	HET	-	69	19	11	L 13.10.17a1s2p1(c2)	80.6324	76.9406	6.62022	3.84959	27.0642	33.2909
138	HET	+	69	19	11	L 13.10.17a1s2p1(c2)	114.6506	67.2173	8.79742	3.01792	25.8621	30.8824
139	HET	-	70	16	11	L 12.10.17a1s0p1(c2)	62.8474	61.8527	3.35436	2.88429	22.3157	26.8916
140	HET	+	70	16	11	L 12.10.17a1s0p1(c2)	84.7256	65.6343	6.61554	3.00392	32.5251	38.1193
141	HOM	+	71	14	6	L 30-11-17 s0 p2	48.182	74.4792	4.82627	3.50889	23.0654	28.3855
142	HOM	-	71	14	6	L 30-11-17 s0 p2	107.4158	96.2839	16.893	3.83352	50.3741	58.2692
143	HOM	+	72	14	6	L 30-11-17 s0 p1	24.2712	124.047	2.95559	3.46687	42.7502	48.6562
144	HOM	-	72	14	6	L 30-11-17 s0 p1	117.053	137.19	16.1663	3.46518	56.2813	62.9659
145	HOM	+	73	14	6	L 30-11-17 s0 p0	37.642	35.3565	2.88052	3.69907	22.1248	27.8718
146	HOM	-	73	14	6	L 30-11-17 s0 p0	107.3312	80.7305	11.4889	3.6527	38.6132	44.6933
147	HOM	+	74	15	6	L 30-11-17 s1 p0	59.9692	53.881	2.54452	3.34444	21.6101	26.6788
148	HOM	-	74	15	6	L 30-11-17 s1 p0	87.6504	77.4828	7.54807	3.69958	44.0395	50.8451
149	HOM	+	75	16	6	L 30-11-17 s2 p2	30.8686	38.3315	2.01415	2.85521	24.1167	28.411
150	HOM	-	75	16	6	L 30-11-17 s2 p2	90.5258	84.4736	9.90536	3.64534	39.6638	46.5336
151	HOM	+	76	16	6	L 30-11-17 s2 p3	53.8462	22.0945	1.75284	2.79157	14.2896	18.2331
152	HOM	-	76	16	6	L 30-11-17 s2 p3	177.1644	91.91	19.6974	3.71259	39.98	46.1695
153	HOM	+	77	16	6	L 30-11-17 s2 p1	35.1836	58.1664	3.44131	3.33869	26.2902	31.0059
154	HOM	-	77	16	6	L 30-11-17 s2 p1	108.2418	102.389	11.7069	3.46803	43.7773	49.9609
155	HOM	+	78	16	6	L 30-11-17 s2 p0	30.2086	17.3854	1.3438	3.08041	12.8532	17.3263
156	HOM	-	78	16	6	L 30-11-17 s2 p0	99.4056	80.6412	8.38272	3.53433	27.4437	32.6011
157	HOM	+	79	17	7	L 01-12-17 s0 p2	64.294	31.3607	3.40174	3.15102	18.6289	23.3308
158	HOM	-	79	17	7	L 01-12-17 s0 p2	153.1118	75.7245	15.1519	3.10196	32.6529	38.2132
159	HOM	+	80	17	7	L 01-12-17 s0 p1	43.0394	24.9922	2.38889	2.86859	15.4567	19.5599
160	HOM	-	80	17	7	L 01-12-17 s0 p1	57.5272	53.5509	5.73978	3.53135	28.6683	35.0171
161	HOM	+	81	18	7	L 01-12-17 s1 p1	53.2112	45.9179	2.21515	3.51721	16.4518	23.7296
162	HOM	-	81	18	7	L 01-12-17 s1 p1	113.996	54.919	8.02612	3.67413	26.7487	32.1465
163	HOM	+	82	18	7	L 01-12-17 s1 p0	42.0186	58.669	1.7686	3.92109	12.9285	18.9977
164	HOM	-	82	18	7	L 01-12-17 s1 p0	141.6376	56.5699	12.3359	3.92062	26.2546	32.2444
165	HOM	+	83	19	7	L 01-12-17 s3 p1	58.0852	45.4539	3.7729	3.75808	18.586	23.6955
166	HOM	-	83	19	7	L 01-12-17 s3 p1	180.0488	63.9464	16.9007	3.90164	33.4541	39.1789
167	HOM	+	84	19	7	L 01-12-17 s3 p0	47.2038	71.1466	4.15634	3.6621	34.4032	39.3091
168	HOM	-	84	19	7	L 01-12-17 s3 p0	82.1974	102.03	9.1041	4.42024	56.4111	66.8017
169	HOM	+	85	12	5	L 12-09-17 s1 p0	60.3908	21.4863	2.99236	3.68925	12.9004	17.6712
170	HOM	-	85	12	5	L 12-09-17 s1 p0	138.6128	58.8039	10.176	3.67241	21.9293	26.8918
171	HOM	+	86	13	5	L 12-09-17 s2 p1	38.489	22.5153	2.21502	2.85898	14.6286	18.5821
172	HOM	-	86	13	5	L 12-09-17 s2 p1	57.218	107.292	5.2638	3.74884	30.566	35.9261
173	HOM	+	87	13	5	L 12-09-17 s2 p0	69.0376	46.2055	3.18481	3.30413	16.6952	21.2644
174	HOM	-	87	13	5	L 12-09-17 s2 p0	64.7428	57.4478	5.59844	3.61275	30.2587	35.8295
175	HOM	+	88	20	8	L 3-02-18 s0 p0	166.824	52.4233	11.0365	2.5844	18.5021	23.8618
176	HOM	-	88	20	8	L 3-02-18 s0 p0	188.305	74.449	20.6929	2.91894	31.0153	36.6112
177	HOM	+	89	3	2	R 04-12-17 s0 p2	71.8296	30.0955	2.99975	3.61393	18.4975	23.4253
178	HOM	-	89	3	2	R 04-12-17 s0 p2	128.1608	60.5422	11.7674	3.77571	31.7361	37.5531
179	HOM	+	90	3	2	R 04-12-17 s0 p1	34.192	33.3779	1.47665	3.71994	20.1107	25.9721
180	HOM	-	90	3	2	R 04-12-17 s0 p1	64.0778	79.6454	5.77703	4.3058	32.6789	41.6059
181	HOM	+	91	3	2	R 04-12-17 s0 p0	29.5416	27.1415	0.934514	3.70079	13.4132	18.0412
182	HOM	-	91	3	2	R 04-12-17 s0 p0	99.0562	64.8365	7.83372	4.29667	26.218	33.4338
183	HOM	+	92	5	2	R 04-12-17 s3 p2	53.3848	67.9364	4.59896	3.80423	20.572	26.1443
184	HOM	-	92	5	2	R 04-12-17 s3 p2	121.3546	113.464	17.6697	5.04741	45.1765	53.6728
185	HOM	+	93	4	2	R 04-12-17 s2 p0	62.8462	28.9193	2.43653	2.85465	20.5824	25.6164
186	HOM	-	93	4	2	R 04-12-17 s2 p0	66.1674	76.0729	5.9731	3.19881	36.8413	43.5971
187	HOM	+	94	1	1	R 12-09-17 s0 p2	53.3354	78.6715	3.5772	3.04498	15.7217	20.763
188	HOM	-	94	1	1	R 12-09-17 s0 p2	46.6896	87.3151	5.17458	4.18527	36.7135	43.1819
189	HOM	+	95	1	1	R 12-09-17 s0 p4	28.7404	65.8787	2.30238	3.12063	23.7069	30.6111
190	HOM	-	95	1	1	R 12-09-17 s0 p4	46.3262	72.3767	5.12717	5.22249	32.0157	40.6315
191	HOM	+	96	1	1	R 12-09-17 s0 p3	47.0906	64.2638	3.46678	4.04418	23.1937	29.7132
192	HOM	-	96	1	1	R 12-09-17 s0 p3	72.421	80.5144	7.35447	3.86459	42.5585	50.8275
193	HOM	+	97	1	1	R 12-09-17 s0 p1	40.2528	79.1144	2.64836	3.48597	17.6496	22.8525
194	HOM	-	97	1	1	R 12-09-17 s0 p1	67.1468	88.4657	7.91036	3.7777	39.3048	46.2557
195	HOM	+	98	2	1	R 12-09-17 s1 p0	110.1008	38.3789	4.89921	4.00755	20.1448	25.6783
196	HOM	-	98	2	1	R 12-09-17 s1 p0	126.1374	73.4229	9.11939	3.83212	37.3799	43.7385
197	HOM	+	99	8	4	R 03-02-18 s0 p2	42.7832	77.1404	2.40123	3.51017	17.6369	22.432
198	HOM	-	99	8	4	R 03-02-18 s0 p2	45.2284	142.835	6.88005	3.42631	41.8089	50.2607
199	HOM	+	100	8	4	R 03-02-18 s0 p1	39.9818	42.4036	2.68518	2.83813	16.8553	21.4696
200	HOM	-	100	8	4	R 03-02-18 s0 p1	79.6182	81.1726	9.79655	3.62457	33.7372	39.8325
201	HOM	+	101	8	4	R 03-02-18 s0 p0	36.3434	20.4244	0.594877	3.07066	11.8281	16.3473
202	HOM	-	101	8	4	R 03-02-18 s0 p0	72.288	119.566	7.50078	3.88258	33.305	40.4999
203	HOM	+	102	10	4	R 03-02-18 s2 p0	127.0398	38.3862	8.34803	3.41274	16.4809	21.8317
204	HOM	-	102	10	4	R 03-02-18 s2 p0	73.0702	122.087	9.06628	4.79403	28.5735	35.4633
205	HOM	+	103	6	4	R 02-02-18 s0 p1	40.7878	29.0741	1.56391	3.7835	16.2862	21.4932
206	HOM	-	103	6	4	R 02-02-18 s0 p1	152.4166	49.8038	11.4276	3.94263	27.3105	33.9756
207	HOM	+	104	6	4	R 02-02-18 s0 p0	82.793	25.028	3.61801	4.14949	16.2806	22.0381
208	HOM	-	104	6	4	R 02-02-18 s0 p0	229.142	52.0149	17.6827	4.24363	28.2265	34.2123
209	HOM	+	105	7	4	R 02-02-18 s1 p2	41.3274	29.0047	2.36137	4.19527	19.1105	25.4864
210	HOM	-	105	7	4	R 02-02-18 s1 p2	110.7318	64.0304	10.301	3.64773	31.327	38.4206
211	HOM	+	106	7	4	R 02-02-18 s1 p0	20.0076	18.0746	0.860953	4.94012	12.8681	18.4309
212	HOM	-	106	7	4	R 02-02-18 s1 p0	53.0286	68.4504	4.50272	3.4896	26.9402	33.7881
213	HOM	+	107	9	4	R 03-02-18 s1	70.669	46.3308	3.96393	3.90463	19.4757	24.4769
214	HOM	-	107	9	4	R 03-02-18 s1	81.8474	93.921	8.07638	4.55916	28.7003	36.9423
